Club,Date,Club Path,Face Angle,Face To Path,Club Speed,Attack Angle,Ball Speed,Spin Rate,Carry,Side,Smash Factor
8 IRON,"June 14, 2026",4.6,-2.1,-6.7,70.6,-3.4,95.6,5352,128.4,33.3L,1.35
8 IRON,"June 14, 2026",5.2,-1.4,-6.6,71.5,-3.2,99.1,5071,135.9,32.1L,1.39
8 IRON,"June 14, 2026",2.8,-1.8,-4.6,69.8,-1.8,93.7,5277,125.4,24.2L,1.34
8 IRON,"June 14, 2026",2.0,1.2,-0.8,69.7,-2.8,92.3,5654,121.8,5.5R,1.33
8 IRON,"June 14, 2026",0.4,-0.8,-1.2,69.9,-2.4,92.3,5634,121.7,7.9L,1.32
8 IRON,"June 14, 2026",3.8,-1.9,-5.7,71.5,-1.8,94.7,5345,126.7,29.0L,1.32
8 IRON,"June 14, 2026",3.8,-2.1,-5.9,71.2,-2.2,98.2,5348,132.7,34.8L,1.38
8 IRON,"June 14, 2026",3.6,-2.5,-6.1,71.4,-2.2,96.5,5234,130.0,37.0L,1.35
8 IRON,"June 14, 2026",3.0,-2.3,-5.3,71.6,-3.8,95.6,5453,127.9,30.3L,1.33
8 IRON,"June 14, 2026",0.6,-2.9,-3.5,68.9,-2.6,94.8,5345,127.0,30.0L,1.38
8 IRON,"June 14, 2026",5.4,0.5,-4.9,72.2,-2.2,97.4,5222,132.3,12.3L,1.35
8 IRON,"June 14, 2026",3.8,0.4,-3.4,70.1,-2.8,93.2,5531,123.7,6.4L,1.33
8 IRON,"June 14, 2026",1.6,-2.9,-4.5,70.0,-2.6,94.4,5539,125.7,31.7L,1.35
8 IRON,"June 14, 2026",3.2,1.6,-1.6,69.1,-3.2,92.5,5716,122.0,6.2R,1.34
8 IRON,"June 14, 2026",3.4,-1.1,-4.5,69.2,-2.0,94.3,5289,126.5,19.5L,1.36
8 IRON,"June 14, 2026",3.0,3.0,0.0,70.1,-1.8,91.6,5553,120.8,18.9R,1.31
8 IRON,"June 14, 2026",4.8,-0.9,-5.7,70.0,-2.6,93.7,5387,124.9,20.6L,1.34
8 IRON,"June 14, 2026",3.6,-1.4,-5.0,70.7,-1.8,97.6,5608,131.4,25.4L,1.38
8 IRON,"June 14, 2026",3.4,-1.3,-4.7,69.8,-3.2,96.6,5237,130.8,23.8L,1.38
8 IRON,"June 14, 2026",1.0,-1.9,-2.9,67.7,-3.4,91.2,5399,120.3,18.8L,1.35
8 IRON,"June 14, 2026",4.0,-3.0,-7.0,70.6,-3.2,98.1,5343,132.8,43.0L,1.39
8 IRON,"June 14, 2026",0.4,-1.2,-1.6,67.8,-3.4,92.4,5407,122.5,12.1L,1.36
8 IRON,"June 14, 2026",3.4,-1.6,-5.0,70.3,-3.8,92.2,5661,121.3,21.6L,1.31
8 IRON,"June 14, 2026",1.8,-2.9,-4.7,68.9,-2.0,95.3,5039,129.1,34.2L,1.38
8 IRON,"June 14, 2026",4.6,-1.5,-6.1,70.7,-3.8,97.8,5246,132.2,30.3L,1.38
8 IRON,"June 14, 2026",2.4,-1.1,-3.5,70.3,-3.2,95.1,5649,126.5,17.3L,1.35
8 IRON,"June 14, 2026",-0.4,-0.2,0.2,68.3,-2.4,91.8,5369,121.7,0.7L,1.35
8 IRON,"June 14, 2026",4.0,-1.5,-5.5,70.7,-2.4,96.3,5094,130.5,27.3L,1.36
8 IRON,"June 14, 2026",3.0,-3.4,-6.4,69.6,-3.8,94.6,5686,125.4,39.3L,1.36
8 IRON,"June 14, 2026",4.2,-2.4,-6.6,70.6,-2.0,94.8,5211,127.1,35.1L,1.34
8 IRON,"June 14, 2026",2.6,-2.0,-4.6,68.9,-2.6,94.1,5057,126.6,26.3L,1.37
8 IRON,"June 14, 2026",2.8,2.0,-0.8,69.2,-2.0,92.3,5689,121.7,10.9R,1.33
8 IRON,"June 14, 2026",2.6,-1.1,-3.7,69.0,-1.6,94.0,2571,135.0,18.2L,1.36
8 IRON,"June 14, 2026",3.2,-3.5,-6.7,71.2,-3.8,97.7,5303,132.2,45.0L,1.37
9 IRON,"August 24, 2025",6.0,1.8,-4.2,69.2,-1.6,89.1,6989,112.7,2.6R,1.29
9 IRON,"August 24, 2025",5.6,1.9,-3.7,70.2,-1.4,92.0,6969,117.7,3.4R,1.31
9 IRON,"August 24, 2025",5.8,1.1,-4.7,69.8,-3.0,91.3,6999,116.5,2.3L,1.31
9 IRON,"August 24, 2025",5.4,2.9,-2.5,69.2,-2.4,90.7,7062,115.3,12.8R,1.31
9 IRON,"August 24, 2025",6.0,0.9,-5.1,70.0,-1.2,90.8,6789,115.8,5.3L,1.3
9 IRON,"August 24, 2025",6.2,2.6,-3.6,70.0,-1.4,90.1,7066,114.1,8.5R,1.29
9 IRON,"August 24, 2025",5.4,0.3,-5.1,70.4,-0.8,91.8,6712,117.7,9.4L,1.3
9 IRON,"August 24, 2025",6.4,1.2,-5.2,70.0,-1.4,91.4,6867,116.8,3.6L,1.3
9 IRON,"August 24, 2025",6.4,1.8,-4.7,71.1,-2.4,91.0,7027,115.9,1.2R,1.28
9 IRON,"August 24, 2025",5.8,1.2,-4.6,70.8,-1.4,92.5,6917,118.5,3.0L,1.31
9 IRON,"August 24, 2025",5.8,1.4,-4.4,68.8,-1.0,89.3,6958,113.0,0.3R,1.3
9 IRON,"August 25, 2025",5.8,-0.1,-5.9,69.1,-2.0,90.3,6623,115.5,12.3L,1.31
9 IRON,"August 25, 2025",4.4,1.4,-3.0,69.2,-2.6,87.4,7232,109.5,2.8R,1.26
9 IRON,"August 25, 2025",4.0,1.3,-2.7,68.1,-0.6,88.4,6973,111.3,2.4R,1.3
9 IRON,"August 25, 2025",5.8,2.0,-3.8,69.7,-2.2,90.5,6624,115.6,4.5R,1.3
9 IRON,"August 25, 2025",4.4,3.0,-1.4,69.6,-1.6,89.5,7089,112.9,14.9R,1.29
9 IRON,"August 25, 2025",4.6,-0.3,-4.9,69.9,-1.4,92.3,6593,119.0,13.0L,1.32
9 IRON,"August 25, 2025",5.0,2.3,-2.7,69.5,-1.6,91.8,6732,117.9,8.4R,1.32
9 IRON,"August 25, 2025",5.1,0.2,-4.9,71.2,-3.1,90.6,6778,115.8,9.0L,1.27
9 IRON,"September 2, 2025",3.2,1.2,-2.0,68.7,-3.8,88.1,6661,111.7,4.0R,1.28
9 IRON,"September 2, 2025",4.0,1.2,-2.8,68.7,-1.8,89.2,6284,114.4,1.5R,1.3
9 IRON,"September 2, 2025",4.0,-2.0,-6.0,68.9,-1.8,89.6,6043,115.5,24.6L,1.3
9 IRON,"September 2, 2025",4.0,-1.4,-5.4,65.7,-3.0,86.7,5881,110.7,17.6L,1.32
9 IRON,"September 2, 2025",4.0,-1.9,-5.9,65.9,-2.8,87.1,5979,111.1,21.6L,1.32
9 IRON,"September 2, 2025",3.0,-0.3,-3.3,64.4,-3.0,85.0,5905,107.6,7.1L,1.32
9 IRON,"September 2, 2025",3.6,0.8,-2.8,65.4,-3.6,86.0,6007,109.3,0.2R,1.31
9 IRON,"September 2, 2025",3.6,-1.6,-5.2,66.3,-3.0,87.3,5997,111.5,18.4L,1.32
9 IRON,"September 2, 2025",3.0,-0.9,-3.9,69.1,-3.0,90.6,6222,117.0,13.6L,1.31
9 IRON,"September 2, 2025",3.8,-0.8,-4.6,66.3,-2.8,88.6,5642,114.8,14.5L,1.34
9 IRON,"September 2, 2025",3.4,0.1,-3.3,68.4,-3.4,91.2,6358,117.9,6.7L,1.33
9 IRON,"September 10, 2025",7.6,1.8,-5.8,68.6,-3.6,88.3,6389,112.6,0.2L,1.29
9 IRON,"September 10, 2025",4.8,3.0,-1.8,69.7,-3.8,89.4,6719,113.9,14.2R,1.28
9 IRON,"September 10, 2025",5.8,0.6,-5.2,69.1,-4.8,87.1,6618,109.9,5.2L,1.26
9 IRON,"September 10, 2025",7.2,1.2,-6.0,68.7,-3.8,89.0,6318,113.9,3.9L,1.3
9 IRON,"September 10, 2025",6.4,0.9,-5.5,69.7,-3.0,89.7,6281,115.3,5.6L,1.29
9 IRON,"September 10, 2025",4.6,2.8,-1.8,69.0,-4.8,87.9,6792,111.2,13.6R,1.27
9 IRON,"September 10, 2025",6.2,1.6,-4.6,70.0,-4.2,87.9,6563,111.5,1.3R,1.26
9 IRON,"September 10, 2025",7.8,0.8,-7.0,69.3,-3.2,88.5,6131,113.4,8.2L,1.28
9 IRON,"September 10, 2025",5.2,2.7,-2.5,69.5,-5.2,85.2,6974,106.1,11.9R,1.23
9 IRON,"September 10, 2025",5.6,3.5,-2.1,69.5,-3.2,89.8,6521,114.9,16.9R,1.29
9 IRON,"September 10, 2025",6.8,1.3,-5.5,69.5,-3.8,90.9,6088,117.9,3.7L,1.31
9 IRON,"September 10, 2025",5.2,2.9,-2.3,69.9,-2.6,89.1,6641,113.4,13.4R,1.28
9 IRON,"September 10, 2025",5.6,-1.7,-7.3,68.6,-4.6,88.5,6246,113.0,23.3L,1.29
9 IRON,"September 17, 2025",6.2,0.7,-5.5,69.8,-2.6,91.1,6928,116.3,6.8L,1.3
9 IRON,"September 17, 2025",7.8,3.8,-4.0,70.0,-3.6,89.0,6921,112.8,15.5R,1.27
9 IRON,"September 17, 2025",6.0,1.2,-4.8,70.1,-4.4,90.3,6958,115.0,1.5L,1.29
9 IRON,"September 17, 2025",7.4,1.5,-5.9,70.0,-3.8,92.2,6611,118.8,3.2L,1.32
9 IRON,"September 17, 2025",5.2,-2.2,-7.4,69.9,-3.0,91.3,6581,117.2,28.8L,1.3
9 IRON,"January 15, 2026",5.8,1.7,-4.1,70.2,-4.0,88.5,7204,111.4,3.6R,1.26
9 IRON,"January 15, 2026",4.4,0.6,-3.8,70.2,-3.4,89.6,6607,114.3,3.4L,1.28
9 IRON,"January 15, 2026",4.2,-1.0,-5.2,70.2,-3.8,92.3,6528,119.2,17.9L,1.31
9 IRON,"January 15, 2026",3.8,-0.4,-4.2,71.2,-3.8,92.0,6941,117.7,11.1L,1.29
9 IRON,"January 15, 2026",4.2,1.2,-3.0,71.2,-3.4,91.5,6936,117.0,1.4R,1.29
9 IRON,"January 15, 2026",4.4,2.1,-2.3,70.7,-4.8,88.8,7439,111.5,8.9R,1.26
9 IRON,"January 20, 2026",3.0,-0.8,-3.8,71.5,-2.8,94.4,6289,123.4,14.0L,1.32
9 IRON,"January 20, 2026",2.4,-1.3,-3.7,71.0,-3.0,94.5,6283,123.3,17.2L,1.33
9 IRON,"January 20, 2026",2.6,0.1,-2.5,70.2,-2.4,92.3,6517,119.1,4.7L,1.32
9 IRON,"January 20, 2026",0.8,-2.8,-3.6,70.7,-2.4,93.2,6352,120.9,25.5L,1.32
9 IRON,"January 20, 2026",2.2,0.6,-1.6,70.9,-3.6,90.5,7029,115.2,0.6R,1.28
9 IRON,"January 20, 2026",3.2,-2.5,-5.7,71.2,-3.8,94.4,6401,123.3,30.1L,1.33
9 IRON,"January 20, 2026",2.0,1.8,-0.2,69.3,-3.0,90.8,7033,115.2,10.4R,1.31
9 IRON,"March 27, 2026",3.6,2.7,-0.9,70.2,-3.8,90.6,7049,115.4,14.7R,1.29
9 IRON,"March 27, 2026",3.6,1.5,-2.1,70.8,-2.6,92.1,6998,117.9,4.8R,1.3
9 IRON,"March 27, 2026",4.2,3.4,-0.8,70.4,-3.8,90.5,7348,114.3,19.2R,1.29
9 IRON,"March 27, 2026",2.2,1.5,-0.7,70.8,-2.4,90.2,7182,114.3,7.7R,1.27
9 IRON,"March 27, 2026",3.0,0.3,-2.7,71.3,-1.8,93.2,7118,119.5,4.1L,1.31
9 IRON,"March 27, 2026",4.2,2.0,-2.2,70.7,-3.2,91.3,6808,117.0,7.7R,1.29
9 IRON,"April 7, 2026",4.8,2.2,-2.6,71.0,-2.8,91.0,7400,115.0,8.0R,1.28
9 IRON,"April 7, 2026",3.6,1.9,-1.7,69.3,-4.4,87.5,7295,109.5,8.3R,1.26
9 IRON,"April 7, 2026",4.2,2.5,-1.7,69.6,-2.8,87.6,7267,109.7,12.0R,1.26
9 IRON,"April 7, 2026",5.2,2.6,-2.6,71.2,-3.2,93.4,7320,119.1,10.8R,1.31
9 IRON,"April 7, 2026",2.2,-0.2,-2.4,71.1,-2.6,92.6,7200,118.2,6.3L,1.3
9 IRON,"April 7, 2026",5.2,0.6,-4.6,69.6,-3.6,91.8,6742,117.9,5.6L,1.32
9 IRON,"April 7, 2026",3.4,3.9,0.5,69.4,-3.8,88.2,7543,110.2,23.4R,1.27
9 IRON,"April 7, 2026",6.0,1.5,-4.5,71.1,-2.8,92.3,6417,119.4,0.3L,1.3
9 IRON,"April 7, 2026",4.0,0.7,-3.3,69.7,-4.0,84.9,7036,105.5,0.7L,1.22
9 IRON,"April 7, 2026",5.6,1.3,-4.3,70.5,-3.4,90.1,7410,113.7,0.1L,1.28
9 IRON,"April 7, 2026",4.0,2.3,-1.7,70.8,-2.2,86.1,6788,108.0,10.3R,1.22
9 IRON,"April 7, 2026",7.2,4.4,-2.8,69.3,-3.8,89.8,6729,114.5,21.1R,1.3
9 IRON,"April 7, 2026",3.4,1.6,-1.8,71.1,-2.4,89.6,6879,114.0,6.6R,1.26
9 IRON,"April 11, 2026",2.2,0.4,-1.8,69.1,-2.2,88.1,6637,111.4,0.9L,1.27
9 IRON,"April 11, 2026",4.2,0.4,-3.8,70.2,-1.6,90.6,6302,116.6,5.5L,1.29
9 IRON,"April 11, 2026",6.1,-0.9,-7.0,70.5,-2.9,91.9,6829,117.7,19.8L,1.3
9 IRON,"April 11, 2026",6.2,2.4,-3.8,69.9,-1.8,88.0,6947,110.9,7.3R,1.26
9 IRON,"April 11, 2026",0.4,0.1,-0.3,70.4,-2.0,88.8,6558,112.9,0.5R,1.26
9 IRON,"April 11, 2026",3.8,3.0,-0.8,69.4,-2.2,89.2,7013,112.6,16.5R,1.28
9 IRON,"April 11, 2026",6.8,3.3,-3.5,70.1,-1.4,89.8,6423,115.0,12.6R,1.28
9 IRON,"April 11, 2026",4.8,2.1,-2.7,70.5,-2.2,93.5,5884,123.2,6.1R,1.33
9 IRON,"April 11, 2026",6.0,1.8,-4.2,69.6,-1.8,90.7,6474,116.5,2.6R,1.3
9 IRON,"April 11, 2026",5.0,3.2,-1.8,69.0,-0.8,89.7,6582,114.2,15.1R,1.3
9 IRON,"June 13, 2026",1.4,-3.3,-4.7,68.3,-0.6,89.9,5881,116.2,30.0L,1.32
9 IRON,"June 13, 2026",2.4,-0.9,-3.3,68.9,-1.4,89.4,6395,114.2,11.9L,1.3
9 IRON,"June 13, 2026",1.8,0.5,-1.3,69.0,-0.8,89.9,6827,113.9,0.3R,1.3
9 IRON,"June 13, 2026",2.6,0.0,-2.6,69.6,-3.0,90.4,7019,114.9,4.6L,1.3
9 IRON,"June 13, 2026",2.8,-2.0,-4.8,69.3,-1.8,87.6,5923,112.3,20.6L,1.26
9 IRON,"June 13, 2026",1.2,-1.3,-2.5,69.1,-1.2,86.9,6202,110.5,11.9L,1.26
9 IRON,"June 13, 2026",0.2,-1.7,-1.9,68.4,-0.6,86.2,6315,108.7,13.0L,1.26
9 IRON,"June 13, 2026",1.6,-1.3,-2.9,67.8,-1.0,86.2,5969,109.5,12.0L,1.27
9 IRON,"June 13, 2026",1.0,-0.3,-1.3,68.4,-1.4,88.4,6049,113.5,4.4L,1.29
DRIVER,"August 24, 2025",3.8,2.4,-1.4,85.6,4.2,126.8,2303,201.4,7.6R,1.48
DRIVER,"August 24, 2025",1.4,-0.7,-2.1,85.6,3.8,127.1,2245,202.4,11.0L,1.48
DRIVER,"August 24, 2025",3.6,2.7,-0.9,85.3,4.8,126.8,1977,202.9,16.4R,1.49
DRIVER,"August 24, 2025",2.4,-1.3,-3.7,85.6,3.4,125.6,2853,191.3,1.3L,1.47
DRIVER,"August 24, 2025",1.8,-0.7,-2.5,85.1,2.8,126.0,2556,199.7,2.9L,1.48
DRIVER,"August 24, 2025",2.4,0.7,-1.7,85.3,4.8,126.6,1902,198.1,7.6L,1.48
DRIVER,"August 24, 2025",2.8,-3.0,-5.8,84.5,3.4,123.3,2388,194.4,53.4L,1.46
DRIVER,"August 24, 2025",0.6,-2.9,-3.5,85.0,3.8,125.2,2084,194.6,26.5L,1.47
DRIVER,"August 24, 2025",2.2,0.2,-2.0,85.9,3.8,127.4,2278,199.8,13.6R,1.48
DRIVER,"August 24, 2025",2.0,1.4,-0.6,85.1,4.4,126.1,2111,202.3,27.7R,1.48
DRIVER,"October 17, 2025",3.7,3.4,-0.3,88.5,4.3,130.5,2483,204.9,29.2R,1.47
DRIVER,"October 17, 2025",4.8,5.5,0.7,88.1,3.2,127.2,2614,208.5,70.6R,1.44
DRIVER,"October 17, 2025",4.8,2.0,-2.8,87.8,3.4,128.8,2632,208.2,30.9L,1.47
DRIVER,"October 17, 2025",3.0,-0.6,-3.6,87.7,4.0,129.1,2812,208.4,4.3L,1.47
DRIVER,"October 17, 2025",-2.0,-3.9,-1.9,95.0,0.2,142.0,1988,208.0,44.3L,1.49
DRIVER,"October 17, 2025",3.6,0.3,-3.3,87.8,5.2,129.5,2391,211.1,0.3R,1.48
DRIVER,"October 17, 2025",3.7,3.4,-0.3,86.4,4.7,128.4,2754,209.4,40.4R,1.49
DRIVER,"October 17, 2025",4.4,2.2,-2.2,87.8,3.4,129.3,2618,209.6,5.6R,1.47
DRIVER,"October 17, 2025",3.6,0.8,-2.8,88.0,2.8,130.5,2478,211.6,8.3L,1.48
DRIVER,"October 17, 2025",3.9,4.1,0.2,88.3,3.9,130.7,2305,212.3,47.4R,1.48
DRIVER,"October 17, 2025",3.6,3.2,-0.4,87.3,3.8,127.8,2081,207.4,33.2R,1.46
DRIVER,"October 17, 2025",1.9,2.5,0.6,88.8,4.7,129.2,2461,208.8,49.9R,1.45
DRIVER,"October 17, 2025",4.6,0.1,-4.5,87.1,5.2,129.0,2151,205.1,11.3L,1.48
DRIVER,"October 17, 2025",5.2,3.4,-1.8,88.4,3.6,131.4,2411,210.1,10.9R,1.49
DRIVER,"October 17, 2025",-2.4,-2.4,0.0,90.8,-1.4,134.4,1961,196.4,4.8L,1.48
DRIVER,"October 17, 2025",3.8,4.9,1.1,87.8,4.8,129.6,2269,209.4,70.8R,1.48
DRIVER,"October 17, 2025",4.3,2.5,-1.8,88.6,4.9,129.6,2758,201.1,8.7L,1.46
DRIVER,"October 17, 2025",6.2,1.2,-5.0,87.9,3.4,128.5,2609,203.4,27.0L,1.46
DRIVER,"January 13, 2026",3.8,0.1,-3.7,87.0,3.8,128.9,2168,199.1,6.9L,1.48
DRIVER,"January 13, 2026",4.8,2.3,-2.5,87.2,3.2,125.3,3203,194.8,51.3R,1.44
DRIVER,"January 13, 2026",3.0,2.1,-0.9,87.2,4.2,128.0,2238,206.5,24.1R,1.47
DRIVER,"March 13, 2026",10.4,3.2,-7.2,88.5,4.6,128.4,2422,202.2,23.2L,1.45
DRIVER,"March 13, 2026",9.8,4.6,-5.2,87.2,3.6,126.0,2531,200.9,23.2R,1.44
DRIVER,"March 13, 2026",9.0,4.3,-4.7,88.5,3.6,126.1,1929,203.2,12.6R,1.43
DRIVER,"March 13, 2026",8.8,3.5,-5.3,88.0,3.0,128.1,2127,204.0,33.6R,1.46
DRIVER,"March 13, 2026",8.8,1.2,-7.6,88.4,3.4,129.4,2234,200.8,18.7L,1.46
DRIVER,"March 13, 2026",8.0,0.4,-7.6,89.4,3.2,130.2,1981,200.4,28.8L,1.46
DRIVER,"March 13, 2026",9.2,2.2,-7.0,88.1,4.0,128.4,1835,196.9,1.4R,1.46
DRIVER,"March 13, 2026",7.4,3.1,-4.3,88.4,2.6,129.0,2191,201.9,23.5R,1.46
DRIVER,"March 13, 2026",7.0,3.6,-3.4,86.6,6.8,127.4,1679,197.2,17.8L,1.47
DRIVER,"March 13, 2026",6.6,1.5,-5.1,88.5,1.8,128.5,2161,202.9,11.0R,1.45
DRIVER,"March 13, 2026",6.6,0.5,-6.1,89.0,4.6,131.2,2533,205.9,7.8L,1.47
DRIVER,"March 13, 2026",9.0,4.1,-4.9,85.7,5.2,126.0,2048,197.3,20.4R,1.47
DRIVER,"March 13, 2026",7.0,1.9,-5.1,87.6,2.6,128.2,1973,200.2,18.9R,1.46
DRIVER,"March 13, 2026",9.8,4.2,-5.6,87.2,4.4,127.6,2044,198.3,6.5R,1.46
DRIVER,"March 13, 2026",6.0,0.6,-5.4,87.0,6.2,127.8,2275,201.2,7.5L,1.47
DRIVER,"March 13, 2026",8.6,3.2,-5.4,87.8,4.4,126.8,2157,204.9,55.4R,1.44
DRIVER,"March 13, 2026",9.2,2.5,-6.7,88.5,4.8,126.7,1746,200.7,14.6R,1.43
DRIVER,"March 13, 2026",8.4,3.2,-5.2,87.5,2.8,127.5,2085,201.0,18.7R,1.46
DRIVER,"March 13, 2026",10.2,6.0,-4.2,87.4,4.2,124.7,1763,202.0,59.6R,1.43
DRIVER,"March 13, 2026",7.0,1.4,-5.6,89.0,2.2,128.4,2141,200.8,5.3L,1.44
DRIVER,"March 13, 2026",8.2,4.2,-4.0,87.0,3.4,125.7,1912,199.3,24.2R,1.45
DRIVER,"March 14, 2026",7.4,1.3,-6.1,86.8,3.2,126.6,2709,196.2,4.1R,1.46
DRIVER,"March 14, 2026",6.2,2.9,-3.3,87.6,3.8,127.3,2077,205.1,1.7L,1.45
DRIVER,"March 14, 2026",5.8,3.7,-2.1,86.8,4.4,125.7,2411,204.4,22.1R,1.45
DRIVER,"March 14, 2026",6.2,3.4,-2.8,88.1,4.0,130.4,2180,205.6,9.7R,1.48
DRIVER,"March 14, 2026",7.8,8.4,0.6,86.5,2.8,126.2,2468,205.3,89.8R,1.46
DRIVER,"March 14, 2026",6.8,0.6,-6.2,86.5,3.2,128.0,2241,196.5,16.2L,1.48
DRIVER,"March 14, 2026",7.4,-0.4,-7.8,87.2,2.4,126.1,2559,191.7,13.0L,1.45
DRIVER,"March 14, 2026",3.6,5.5,1.9,86.4,2.4,125.2,2625,201.7,78.9R,1.45
DRIVER,"March 14, 2026",5.8,2.3,-3.5,87.8,3.8,129.4,2390,208.2,22.8R,1.47
DRIVER,"March 14, 2026",6.4,2.9,-3.5,87.1,3.6,127.9,2507,204.7,24.5R,1.47
GW,"August 25, 2025",5.4,-0.5,-5.9,68.8,-2.2,79.1,8311,93.7,5.6L,1.15
GW,"August 25, 2025",4.0,-0.4,-4.4,68.9,-2.0,78.0,8706,91.7,3.6L,1.13
GW,"August 25, 2025",4.8,-0.3,-5.1,68.3,-1.2,78.4,8371,91.8,3.9L,1.15
GW,"September 2, 2025",6.4,-1.4,-7.8,67.8,-2.2,76.4,8112,89.4,9.7L,1.13
GW,"September 2, 2025",2.6,-0.8,-3.4,68.6,-1.4,79.9,8244,95.1,6.3L,1.16
GW,"September 2, 2025",4.4,-2.4,-6.8,67.5,-3.0,79.4,7421,95.0,17.0L,1.18
GW,"September 2, 2025",4.4,-1.9,-6.3,67.7,-2.2,78.6,7912,93.3,12.8L,1.16
GW,"September 2, 2025",5.0,-1.2,-6.2,67.7,-2.6,79.0,7383,94.6,10.4L,1.17
GW,"September 17, 2025",6.6,0.1,-6.5,68.3,-3.6,79.3,8161,94.3,3.6L,1.16
GW,"September 17, 2025",7.0,2.3,-4.7,68.2,-3.4,77.0,8498,90.3,9.2R,1.13
GW,"September 17, 2025",6.4,0.9,-5.5,68.1,-3.8,78.7,8319,93.2,1.5R,1.15
GW,"September 17, 2025",6.6,2.1,-4.5,66.1,-4.0,78.1,8542,92.0,8.3R,1.18
GW,"September 17, 2025",4.8,2.5,-2.3,68.1,-4.0,82.0,8429,98.7,10.9R,1.2
GW,"October 2, 2025",4.4,1.1,-3.3,67.8,-3.0,78.1,8090,92.5,3.3R,1.15
GW,"October 2, 2025",5.2,-0.3,-5.5,69.1,-3.0,77.6,8740,90.7,3.2L,1.12
GW,"October 2, 2025",5.0,-1.9,-6.9,68.3,-4.0,79.7,8109,94.9,13.7L,1.17
GW,"October 2, 2025",4.6,2.3,-2.3,69.5,-3.6,77.1,8930,89.6,10.3R,1.11
GW,"October 17, 2025",5.0,-0.2,-5.2,69.3,-2.6,78.4,8818,92.3,3.0L,1.13
GW,"October 17, 2025",5.4,-0.9,-6.3,68.9,-4.0,77.6,8736,91.0,6.4L,1.13
GW,"October 17, 2025",5.2,-1.1,-6.3,68.7,-5.0,78.0,8807,91.7,7.5L,1.14
GW,"October 17, 2025",5.0,-1.4,-6.4,68.9,-3.4,79.2,8667,93.8,10.3L,1.15
GW,"January 13, 2026",5.0,-0.3,-5.3,68.1,-4.2,75.3,8465,87.6,2.7L,1.11
GW,"January 13, 2026",4.6,-1.5,-6.1,68.6,-3.4,77.6,8543,91.1,9.6L,1.13
GW,"January 15, 2026",4.6,0.8,-3.8,68.5,-5.0,75.5,9237,87.3,3.0R,1.1
GW,"January 15, 2026",5.6,1.1,-4.5,68.9,-3.6,76.7,8689,89.2,3.8R,1.11
GW,"January 15, 2026",4.6,1.4,-3.2,69.6,-3.4,76.2,9066,88.2,5.9R,1.1
GW,"January 15, 2026",5.0,2.2,-2.8,67.7,-4.6,80.7,8003,96.8,9.0R,1.19
GW,"January 15, 2026",5.4,2.0,-3.4,68.7,-3.8,81.7,8031,98.4,7.6R,1.19
GW,"January 15, 2026",4.8,1.9,-2.9,67.7,-2.6,76.2,9328,87.9,8.1R,1.13
GW,"January 15, 2026",4.4,-0.3,-4.7,68.6,-3.4,82.2,7648,99.7,6.0L,1.2
GW,"January 15, 2026",5.2,1.0,-4.2,68.7,-3.6,81.9,7902,98.9,1.6R,1.19
GW,"January 15, 2026",5.4,-0.2,-5.6,69.0,-2.8,78.1,8646,91.5,3.3L,1.13
GW,"January 15, 2026",5.4,1.8,-3.6,68.9,-3.6,82.4,7849,99.7,6.5R,1.2
GW,"January 29, 2026",5.6,-0.3,-5.9,69.2,-2.6,81.0,8148,96.7,5.6L,1.17
GW,"January 29, 2026",5.2,-1.7,-6.9,69.1,-1.6,76.0,7775,88.7,10.8L,1.1
GW,"January 29, 2026",5.4,-1.9,-7.3,69.2,-2.6,80.0,8229,95.1,14.0L,1.16
GW,"January 29, 2026",5.2,0.1,-5.1,68.7,-2.2,77.7,8671,91.3,1.5L,1.13
GW,"January 29, 2026",8.0,-1.2,-9.2,69.4,-1.4,77.1,7596,91.0,10.8L,1.11
GW,"January 29, 2026",4.6,1.4,-3.2,69.4,-2.2,77.4,8431,90.9,5.4R,1.12
GW,"January 29, 2026",6.4,2.3,-4.1,69.0,-2.0,77.9,8957,91.1,9.4R,1.13
GW,"January 29, 2026",6.6,0.3,-6.3,68.8,-1.4,77.0,8083,90.2,1.5L,1.12
GW,"January 30, 2026",6.6,0.6,-6.0,68.7,-2.2,78.6,8409,92.7,0.2L,1.14
GW,"January 30, 2026",4.4,-1.6,-6.0,69.6,-2.8,75.7,8544,88.1,9.3L,1.09
GW,"January 30, 2026",7.4,1.9,-5.5,68.7,-2.6,76.5,8987,88.9,7.6R,1.11
GW,"January 30, 2026",7.0,2.8,-4.2,68.9,-1.2,75.8,8181,87.8,11.6R,1.1
GW,"January 30, 2026",6.0,3.0,-3.0,68.9,-1.6,76.4,8525,88.9,13.0R,1.11
GW,"January 30, 2026",7.2,-2.1,-9.3,68.9,-2.4,78.1,8189,92.0,14.9L,1.13
GW,"February 1, 2026",6.2,1.3,-4.9,67.1,-4.4,74.1,9247,85.1,5.7R,1.11
GW,"February 1, 2026",6.6,0.5,-6.1,68.2,-1.8,75.1,8108,87.2,0.6R,1.1
GW,"February 6, 2026",6.0,-4.8,-10.8,66.9,-3.6,80.5,7919,96.5,32.5L,1.2
GW,"February 6, 2026",2.2,-0.1,-2.3,68.1,-4.2,74.0,8832,85.0,0.9L,1.09
